Product Name,Brand,Ingredients,Health Risk Numerical Data,Health Risk Level,Long-Term Health Effects,Skin Type Numerical Data,Skin Type,Age Group Numerical Data,Age Group,Price,Rupees,Rating,Usage Instructions
Moisturizing Scrub,Brand PPP,"Water, Sodium Cocoyl Isethionate, Glyceryl Stearate",202,Low,Hydrates and softens,15,"Dry, Normal",101,Adult,$50 ,4250,4.8,"Massage onto damp skin, rinse thoroughly"
Soothing Coconut Scrub,Brand QQQ,"Water, Cocos Nucifera (Coconut) Shell Powder, Glycerin",202,Low,Soothes and hydrates,16,"Dry, Sensitive",101,Adult,$52 ,4420,4.7,"Massage onto damp skin, rinse thoroughly"
Radiant Glow Scrub,Brand RRR,"Water, Glycolic Acid, Sodium Laureth Sulfate",202,Low,Exfoliates and brightens,6,All,101,Adult,$55 ,4675,4.6,"Massage onto damp skin, rinse thoroughly"
Clarifying Charcoal Scrub,Brand SSS,"Water, Charcoal Powder, Sodium Lauryl Sulfate",202,Low,Draws out impurities and toxins,26,"Oily, Acne-prone",101,Adult,$58 ,4930,4.8,"Massage onto damp skin, rinse thoroughly"
Balancing Tea Tree Scrub,Brand TTT,"Water, Sodium Cocoyl Isethionate, Melaleuca Alternifolia (Tea Tree) Leaf Oil",202,Low,Balances oil production and prevents breakouts,26,"Oily, Acne-prone",101,Adult,$60 ,5100,4.7,"Massage onto damp skin, rinse thoroughly"
Nourishing Almond Scrub,Brand UUU,"Water, Prunus Amygdalus Dulcis (Sweet Almond) Shell Powder, Glycerin",202,Low,Nourishes and softens,15,"Dry, Normal",101,Adult,$62 ,5270,4.6,"Massage onto damp skin, rinse thoroughly"
Revitalizing Grapefruit Scrub,Brand VVV,"Water, Citrus Grandis (Grapefruit) Seed Powder, Cocamidopropyl Betaine",202,Low,Revitalizes and refreshes,6,All,101,Adult,$65 ,5525,4.8,"Massage onto damp skin, rinse thoroughly"
Hydrating Mango Scrub,Brand WWW,"Water, Mangifera Indica (Mango) Seed Powder, Glycerin",202,Low,Hydrates and nourishes,15,"Dry, Normal",101,Adult,$68 ,5780,4.7,"Massage onto damp skin, rinse thoroughly"
Soothing Lavender Scrub,Brand XXX,"Water, Lavandula Angustifolia (Lavender) Flower Powder, Cocamidopropyl Betaine",202,Low,Calms and soothes irritated skin,2,Sensitive,101,Adult,$70 ,5950,4.6,"Massage onto damp skin, rinse thoroughly"
Exfoliating Papaya Scrub,Brand YYY,"Water, Carica Papaya (Papaya) Fruit Extract, Glycerin",202,Low,Exfoliates and brightens,6,All,101,Adult,$72 ,6120,4.8,"Massage onto damp skin, rinse thoroughly"
Rejuvenating Rose Scrub,Brand ZZZ,"Water, Rosa Damascena (Rose) Flower Powder, Sodium Cocoyl Isethionate",202,Low,Revitalizes and refreshes,6,All,101,Adult,$75 ,6375,4.7,"Massage onto damp skin, rinse thoroughly"
Clarifying Lemon Scrub,Brand AAAA,"Water, Citrus Limon (Lemon) Peel Powder, Cocamidopropyl Betaine",202,Low,Clarifies and brightens,6,All,101,Adult,$78 ,6630,4.6,"Massage onto damp skin, rinse thoroughly"
Renewing Apricot Scrub,Brand BBBB,"Water, Prunus Armeniaca (Apricot) Seed Powder, Glycerin",202,Low,Renews and rejuvenates skin cells,6,All,101,Adult,$80 ,6800,4.7,"Massage onto damp skin, rinse thoroughly"
Invigorating Eucalyptus Scrub,Brand CCCC,"Water, Eucalyptus Globulus Leaf Powder, Cocamidopropyl Betaine",202,Low,Invigorates and refreshes,6,All,101,Adult,$82 ,6970,4.6,"Massage onto damp skin, rinse thoroughly"
Soothing Honey Scrub,Brand DDDD,"Water, Honey Extract, Sodium Cocoyl Isethionate",202,Low,Soothes and moisturizes,16,"Dry, Sensitive",101,Adult,$85 ,7225,4.8,"Massage onto damp skin, rinse thoroughly"
Radiant Turmeric Scrub,Brand EEEE,"Water, Curcuma Longa (Turmeric) Root Powder, Glycerin",202,Low,Brightens and evens skin tone,6,All,101,Adult,$88 ,7480,4.7,"Massage onto damp skin, rinse thoroughly"
Balancing Seaweed Scrub,Brand FFFF,"Water, Ascophyllum Nodosum (Seaweed) Extract, Sodium Cocoyl Isethionate",202,Low,Balances oil production and purifies,8,"Combination, Oily",101,Adult,$90 ,7650,4.6,"Massage onto damp skin, rinse thoroughly"
Refreshing Green Tea Scrub,Brand GGGG,"Water, Camellia Sinensis (Green Tea) Leaf Powder, Glycerin",202,Low,Refreshes and soothes,6,All,101,Adult,$92 ,7820,4.8,"Massage onto damp skin, rinse thoroughly"
Clarifying Charcoal Scrub,Brand HHHH,"Water, Charcoal Powder, Cocamidopropyl Betaine",202,Low,Clears pores and detoxifies,26,"Oily, Acne-prone",101,Adult,$95 ,8075,4.7,"Massage onto damp skin, rinse thoroughly"
Nourishing Avocado Scrub,Brand IIII,"Water, Persea Gratissima (Avocado) Fruit Extract, Glycerin",202,Low,Nourishes and hydrates,15,"Dry, Normal",101,Adult,$98 ,8330,4.6,"Massage onto damp skin, rinse thoroughly"
Exfoliating Pineapple Scrub,Brand JJJJ,"Water, Ananas Sativus (Pineapple) Fruit Powder, Sodium Cocoyl Isethionate",202,Low,Exfoliates and brightens,6,All,101,Adult,$100 ,8500,4.8,"Massage onto damp skin, rinse thoroughly"
Revitalizing Grape Seed Scrub,Brand KKKK,"Water, Vitis Vinifera (Grape) Seed Powder, Cocamidopropyl Betaine",202,Low,Revitalizes and restores,6,All,101,Adult,$102 ,8670,4.7,"Massage onto damp skin, rinse thoroughly"
Soothing Lavender Scrub,Brand LLLL,"Water, Lavandula Angustifolia (Lavender) Flower Powder, Glycerin",202,Low,Soothes and calms irritated skin,2,Sensitive,101,Adult,$105 ,8925,4.6,"Massage onto damp skin, rinse thoroughly"
Refreshing Mint Scrub,Brand MMMM,"Water, Mentha Piperita (Peppermint) Leaf Powder, Sodium Cocoyl Isethionate",202,Low,Refreshes and revitalizes,6,All,101,Adult,$108 ,9180,4.8,"Massage onto damp skin, rinse thoroughly"
Rejuvenating Rosemary Scrub,Brand NNNN,"Water, Rosmarinus Officinalis (Rosemary) Leaf Powder, Glycerin",202,Low,Stimulates and invigorates,6,All,101,Adult,$110 ,9350,4.7,"Massage onto damp skin, rinse thoroughly"
Energizing Citrus Scrub,Brand OOOO,"Water, Citrus Limon (Lemon) Peel Powder, Cocamidopropyl Betaine",202,Low,Energizes and brightens,6,All,101,Adult,$112 ,9520,4.6,"Massage onto damp skin, rinse thoroughly"
Clarifying Tea Tree Scrub,Brand PPPP,"Water, Melaleuca Alternifolia (Tea Tree) Leaf Powder, Sodium Cocoyl Isethionate",202,Low,Clarifies and prevents breakouts,26,"Oily, Acne-prone",101,Adult,$115 ,9775,4.8,"Massage onto damp skin, rinse thoroughly"
Moisturizing Coconut Scrub,Brand QQQQ,"Water, Cocos Nucifera (Coconut) Shell Powder, Glycerin",202,Low,Hydrates and softens,15,"Dry, Normal",101,Adult,$118 ,10030,4.7,"Massage onto damp skin, rinse thoroughly"
Radiant Papaya Scrub,Brand RRRR,"Water, Carica Papaya (Papaya) Fruit Powder, Sodium Cocoyl Isethionate",202,Low,Brightens and evens skin tone,6,All,101,Adult,$120 ,10200,4.6,"Massage onto damp skin, rinse thoroughly"
Revitalizing Lemon Scrub,Brand SSSS,"Water, Citrus Limon (Lemon) Peel Powder, Cocamidopropyl Betaine",202,Low,Refreshes and revitalizes,6,All,101,Adult,$122 ,10370,4.8,"Massage onto damp skin, rinse thoroughly"
Soothing Aloe Vera Scrub,Brand TTTT,"Water, Aloe Barbadensis Leaf Powder, Glycerin",202,Low,Soothes and hydrates,16,"Dry, Sensitive",101,Adult,$125 ,10625,4.7,"Massage onto damp skin, rinse thoroughly"
Exfoliating Walnut Scrub,Brand UUUU,"Water, Juglans Regia (Walnut) Shell Powder, Sodium Cocoyl Isethionate",204,Moderate,Exfoliates and removes dead skin cells,6,All,101,Adult,$128 ,10880,4.6,"Massage onto damp skin, rinse thoroughly"
Rejuvenating Orange Scrub,Brand VVVV,"Water, Citrus Sinensis (Orange) Peel Powder, Cocamidopropyl Betaine",202,Low,Revitalizes and brightens,6,All,101,Adult,$130 ,11050,4.8,"Massage onto damp skin, rinse thoroughly"
Detoxifying Charcoal Scrub,Brand WWWW,"Water, Charcoal Powder, Sodium Cocoyl Isethionate",202,Low,Detoxifies and purifies,6,All,101,Adult,$132 ,11220,4.7,"Massage onto damp skin, rinse thoroughly"
Clarifying Green Tea Scrub,Brand XXXX,"Water, Camellia Sinensis (Green Tea) Leaf Powder, Glycerin",202,Low,Clarifies and balances oil production,27,"Oily, Combination",101,Adult,$135 ,11475,4.6,"Massage onto damp skin, rinse thoroughly"
Nourishing Olive Scrub,Brand YYYY,"Water, Olea Europaea (Olive) Fruit Powder, Cocamidopropyl Betaine",202,Low,Nourishes and replenishes skin,15,"Dry, Normal",101,Adult,$138 ,11730,4.8,"Massage onto damp skin, rinse thoroughly"
Hydrating Cucumber Scrub,Brand ZZZZ,"Water, Cucumis Sativus (Cucumber) Fruit Powder, Glycerin",202,Low,Hydrates and refreshes,6,All,101,Adult,$140 ,11900,4.7,"Massage onto damp skin, rinse thoroughly"
Clarifying Rosemary Scrub,Brand AAAA,"Water, Rosmarinus Officinalis (Rosemary) Leaf Powder, Cocamidopropyl Betaine",202,Low,Clarifies and balances oil production,27,"Oily, Combination",101,Adult,$142 ,12070,4.6,"Massage onto damp skin, rinse thoroughly"
Refreshing Coconut Scrub,Brand BBBB,"Water, Cocos Nucifera (Coconut) Shell Powder, Glycerin",202,Low,Refreshes and hydrates,6,All,101,Adult,$145 ,12325,4.8,"Massage onto damp skin, rinse thoroughly"
Illuminating Grapefruit Scrub,Brand CCCC,"Water, Citrus Grandis (Grapefruit) Seed Powder, Cocamidopropyl Betaine",202,Low,Brightens and revitalizes,6,All,101,Adult,$148 ,12580,4.7,"Massage onto damp skin, rinse thoroughly"
Rejuvenating Lavender Scrub,Brand DDDD,"Water, Lavandula Angustifolia (Lavender) Flower Powder, Glycerin",202,Low,Revitalizes and calms,2,Sensitive,101,Adult,$150 ,12750,4.6,"Massage onto damp skin, rinse thoroughly"
Refreshing Aloe Scrub,Brand EEEE,"Water, Aloe Barbadensis Leaf Powder, Glycerin",202,Low,Refreshes and hydrates,6,All,101,Adult,$152 ,12920,4.8,"Massage onto damp skin, rinse thoroughly"
Exfoliating Mango Scrub,Brand FFFF,"Water, Mangifera Indica (Mango) Seed Powder, Sodium Cocoyl Isethionate",202,Low,Exfoliates and nourishes,6,All,101,Adult,$155 ,13175,4.7,"Massage onto damp skin, rinse thoroughly"
Soothing Chamomile Scrub,Brand GGGG,"Water, Chamomilla Recutita (Matricaria) Flower Powder, Cocamidopropyl Betaine",202,Low,Soothes and calms irritated skin,2,Sensitive,101,Adult,$158 ,13430,4.6,"Massage onto damp skin, rinse thoroughly"
Radiant Pomegranate Scrub,Brand HHHH,"Water, Punica Granatum (Pomegranate) Seed Powder, Glycerin",202,Low,Brightens and revitalizes,6,All,101,Adult,$160 ,13600,4.8,"Massage onto damp skin, rinse thoroughly"
Balancing Witch Hazel Scrub,Brand IIII,"Water, Hamamelis Virginiana (Witch Hazel) Leaf Powder, Cocamidopropyl Betaine",202,Low,Balances oil production and clarifies,27,"Oily, Combination",101,Adult,$162 ,13770,4.7,"Massage onto damp skin, rinse thoroughly"
Clarifying Neem Scrub,Brand JJJJ,"Water, Azadirachta Indica (Neem) Leaf Powder, Sodium Cocoyl Isethionate",202,Low,Purifies and clarifies,26,"Oily, Acne-prone",101,Adult,$165 ,14025,4.6,"Massage onto damp skin, rinse thoroughly"
Purifying Tea Tree Scrub,Brand KKKK,"Water, Melaleuca Alternifolia (Tea Tree) Leaf Powder, Glycerin",202,Low,Purifies and prevents breakouts,26,"Oily, Acne-prone",101,Adult,$168 ,14280,4.8,"Massage onto damp skin, rinse thoroughly"
Detoxifying Charcoal Scrub,Brand LLLL,"Water, Charcoal Powder, Sodium Cocoyl Isethionate",202,Low,Detoxifies and cleanses,6,All,101,Adult,$170 ,14450,4.7,"Massage onto damp skin, rinse thoroughly"
Revitalizing Rosehip Scrub,Brand MMMM,"Water, Rosa Canina (Rosehip) Seed Powder, Cocamidopropyl Betaine",202,Low,Revitalizes and promotes cell turnover,6,All,101,Adult,$172 ,14620,4.6,"Massage onto damp skin, rinse thoroughly"
Calming Lavender Scrub,Brand NNNN,"Water, Lavandula Angustifolia (Lavender) Flower Powder, Glycerin",202,Low,Calms and soothes irritated skin,2,Sensitive,101,Adult,$175 ,14875,4.8,"Massage onto damp skin, rinse thoroughly"
Soothing Oatmeal Scrub,Brand OOOO,"Water, Avena Sativa (Oat) Kernel Powder, Sodium Cocoyl Isethionate",202,Low,Soothes and nourishes,16,"Dry, Sensitive",101,Adult,$178 ,15130,4.7,"Massage onto damp skin, rinse thoroughly"
Hydrating Coconut Milk Scrub,Brand PPPP,"Water, Cocos Nucifera (Coconut) Fruit Powder, Glycerin",202,Low,Hydrates and softens,15,"Dry, Normal",101,Adult,$180 ,15300,4.6,"Massage onto damp skin, rinse thoroughly"
Clarifying Grapefruit Scrub,Brand QQQQ,"Water, Citrus Grandis (Grapefruit) Seed Powder, Sodium Cocoyl Isethionate",202,Low,Clarifies and balances oil production,27,"Oily, Combination",101,Adult,$182 ,15470,4.8,"Massage onto damp skin, rinse thoroughly"
Refreshing Mint Scrub,Brand RRRR,"Water, Mentha Piperita (Peppermint) Leaf Powder, Glycerin",202,Low,Refreshes and revitalizes,6,All,101,Adult,$185 ,15725,4.7,"Massage onto damp skin, rinse thoroughly"
Exfoliating Walnut Scrub,Brand SSSS,"Water, Juglans Regia (Walnut) Shell Powder, Sodium Cocoyl Isethionate",204,Moderate,Exfoliates and removes dead skin cells,6,All,101,Adult,$188 ,15980,4.6,"Massage onto damp skin, rinse thoroughly"
Radiant Orange Scrub,Brand TTTT,"Water, Citrus Sinensis (Orange) Peel Powder, Cocamidopropyl Betaine",202,Low,Brightens and revitalizes,6,All,101,Adult,$190 ,16150,4.8,"Massage onto damp skin, rinse thoroughly"
Revitalizing Lemon Scrub,Brand UUUU,"Water, Citrus Limon (Lemon) Peel Powder, Glycerin",202,Low,Revitalizes and clarifies,6,All,101,Adult,$192 ,16320,4.7,"Massage onto damp skin, rinse thoroughly"
Soothing Aloe Vera Scrub,Brand VVVV,"Water, Aloe Barbadensis Leaf Powder, Cocamidopropyl Betaine",202,Low,Soothes and hydrates,16,"Dry, Sensitive",101,Adult,$195 ,16575,4.6,"Massage onto damp skin, rinse thoroughly"
Exfoliating Coconut Scrub,Brand WWWW,"Water, Cocos Nucifera (Coconut) Shell Powder, Sodium Cocoyl Isethionate",202,Low,Exfoliates and nourishes,6,All,101,Adult,$198 ,16830,4.8,"Massage onto damp skin, rinse thoroughly"
Clarifying Green Tea Scrub,Brand XXXX,"Water, Camellia Sinensis (Green Tea) Leaf Powder, Glycerin",202,Low,Clarifies and balances oil production,27,"Oily, Combination",101,Adult,$200 ,17000,4.7,"Massage onto damp skin, rinse thoroughly"
Nourishing Olive Scrub,Brand YYYY,"Water, Olea Europaea (Olive) Fruit Powder, Glycerin",202,Low,Nourishes and replenishes skin,15,"Dry, Normal",101,Adult,$202 ,17170,4.6,"Massage onto damp skin, rinse thoroughly"
Hydrating Cucumber Scrub,Brand ZZZZ,"Water, Cucumis Sativus (Cucumber) Fruit Powder, Cocamidopropyl Betaine",202,Low,Hydrates and refreshes,6,All,101,Adult,$205 ,17425,4.8,"Massage onto damp skin, rinse thoroughly"
Clarifying Rosemary Scrub,Brand AAAAA,"Water, Rosmarinus Officinalis (Rosemary) Leaf Powder, Glycerin",202,Low,Clarifies and balances oil production,27,"Oily, Combination",101,Adult,$208 ,17680,4.7,"Massage onto damp skin, rinse thoroughly"
Refreshing Coconut Scrub,Brand BBBBB,"Water, Cocos Nucifera (Coconut) Shell Powder, Glycerin",202,Low,Refreshes and hydrates,6,All,101,Adult,$210 ,17850,4.6,"Massage onto damp skin, rinse thoroughly"
Illuminating Grapefruit Scrub,Brand CCCCC,"Water, Citrus Grandis (Grapefruit) Seed Powder, Cocamidopropyl Betaine",204,Moderate,Brightens and revitalizes,6,All,101,Adult,$212 ,18020,4.8,"Massage onto damp skin, rinse thoroughly"
Rejuvenating Lavender Scrub,Brand DDDDD,"Water, Lavandula Angustifolia (Lavender) Flower Powder, Glycerin",204,Moderate,Rejuvenates and calms,2,Sensitive,101,Adult,$215 ,18275,4.7,"Massage onto damp skin, rinse thoroughly"
Purifying Charcoal Scrub,Brand EEEEE,"Water, Charcoal Powder, Sodium Cocoyl Isethionate",204,Moderate,Purifies and detoxifies,6,All,101,Adult,$218 ,18530,4.6,"Massage onto damp skin, rinse thoroughly"
Nourishing Argan Oil,Brand AAAA,Argania Spinosa (Argan) Kernel Oil,204,Moderate,Nourishes and moisturizes,15,"Dry, Normal",101,Adult,$25 ,2125,4.7,Apply a small amount onto damp skin after showering
Revitalizing Coconut Oil,Brand BBBB,Cocos Nucifera (Coconut) Oil,204,Moderate,Hydrates and softens skin,6,All,101,Adult,$28 ,2380,4.8,"Massage onto skin until fully absorbed, preferably after bathing"
Soothing Lavender Oil,Brand CCCC,Lavandula Angustifolia (Lavender) Oil,204,Moderate,Calms and relaxes muscles,6,All,101,Adult,$30 ,2550,4.6,Apply onto skin and massage gently before bedtime
Rejuvenating Rosehip Oil,Brand DDDD,Rosa Canina (Rosehip) Seed Oil,204,Moderate,Improves skin elasticity and tone,6,All,101,Adult,$32 ,2720,4.7,Gently massage onto clean skin in circular motions
Hydrating Jojoba Oil,Brand EEEE,Simmondsia Chinensis (Jojoba) Seed Oil,204,Moderate,Hydrates and balances skin's natural oils,6,All,101,Adult,$35 ,2975,4.8,Apply onto damp skin after showering and massage until absorbed
Moisturizing Almond Oil,Brand FFFF,Prunus Amygdalus Dulcis (Sweet Almond) Oil,204,Moderate,Softens and nourishes,15,"Dry, Normal",101,Adult,$38 ,3230,4.7,Use daily after bathing for best results
Calming Chamomile Oil,Brand GGGG,Anthemis Nobilis (Chamomile) Flower Oil,204,Moderate,Soothes and reduces skin irritation,2,Sensitive,101,Adult,$40 ,3400,4.6,Apply onto clean skin and gently massage until absorbed
Illuminating Rose Oil,Brand HHHH,Rosa Damascena (Rose) Flower Oil,204,Moderate,Brightens and evens skin tone,6,All,101,Adult,$42 ,3570,4.8,Gently pat onto skin after cleansing and allow it to absorb
Energizing Citrus Oil,Brand IIII,Citrus Sinensis (Orange) Peel Oil,204,Moderate,Energizes and uplifts,6,All,101,Adult,$45 ,3825,4.7,Apply onto pulse points for a refreshing scent
Balancing Tea Tree Oil,Brand JJJJ,Melaleuca Alternifolia (Tea Tree) Leaf Oil,204,Moderate,Balances oil production and prevents breakouts,26,"Oily, Acne-prone",101,Adult,$48 ,4080,4.6,Dilute with a carrier oil and apply onto blemishes
Soothing Eucalyptus Oil,Brand KKKK,Eucalyptus Globulus (Eucalyptus) Leaf Oil,204,Moderate,Relieves respiratory congestion and muscle pain,6,All,101,Adult,$50 ,4250,4.8,Mix with carrier oil and apply onto chest for congestion relief
Relaxing Patchouli Oil,Brand LLLL,Pogostemon Cablin (Patchouli) Oil,204,Moderate,Relaxes and reduces stress,6,All,101,Adult,$52 ,4420,4.7,Add a few drops to a warm bath for a soothing experience
Moisturizing Avocado Oil,Brand MMMM,Persea Gratissima (Avocado) Oil,204,Moderate,Hydrates and nourishes skin,15,"Dry, Normal",101,Adult,$55 ,4675,4.6,Apply onto damp skin after showering for maximum absorption
Soothing Aloe Vera Oil,Brand NNNN,Aloe Barbadensis (Aloe Vera) Leaf Extract,204,Moderate,Soothes and calms irritated skin,2,Sensitive,101,Adult,$58 ,4930,4.8,Massage onto sunburned or irritated skin for relief
Rejuvenating Argan Oil,Brand OOOO,Argania Spinosa (Argan) Kernel Oil,204,Moderate,Improves skin elasticity and reduces wrinkles,14,"Dry, Mature",101,Adult,$60 ,5100,4.7,Apply onto face and neck before bedtime for overnight renewal
Hydrating Rose Oil,Brand PPPP,Rosa Damascena (Rose) Flower Oil,204,Moderate,Hydrates and tones skin,15,"Dry, Normal",101,Adult,$62 ,5270,4.6,Gently massage onto damp skin for a dewy complexion
Nourishing Marula Oil,Brand QQQQ,Sclerocarya Birrea (Marula) Seed Oil,204,Moderate,Nourishes and replenishes moisture,14,"Dry, Mature",101,Adult,$65 ,5525,4.8,Apply onto skin and hair for hydration and shine
Revitalizing Jasmine Oil,Brand RRRR,Jasminum Officinale (Jasmine) Flower Oil,204,Moderate,Revitalizes and promotes relaxation,6,All,101,Adult,$68 ,5780,4.7,Add a few drops to bathwater for a luxurious soak
Radiant Safflower Oil,Brand SSSS,Carthamus Tinctorius (Safflower) Seed Oil,204,Moderate,Brightens and evens skin tone,6,All,101,Adult,$70 ,5950,4.6,Apply onto damp skin and massage gently until absorbed
